profile,case_id,method,round,phase,circuit_nodes,prepared_states,table_bytes,bn_nodes,bn_arcs,cpt_entries,storm_model_type,storm_states,storm_transitions,storm_choices,cudd_nodes,cudd_peak_nodes,cudd_memory_bytes,cudd_variables,cudd_reorderings
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,agrum_lazy,1,repeat,,,,11,14,60,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,agrum_lazy,1,counts,,,,11,14,60,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,agrum_lazy,1,masks,,,,11,14,60,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,agrum_lazy,1,metadata,,,,11,14,60,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,agrum_lazy,1,structure,,,,4,1,10,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,agrum_lazy,1,restore,,,,11,14,60,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,storm_exact,1,initial,,,,,,,DTMC,7,7,7,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,storm_exact,1,repeat,,,,,,,DTMC,7,7,7,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,storm_exact,1,counts,,,,,,,DTMC,7,7,7,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,storm_exact,1,masks,,,,,,,MDP,8,9,9,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,storm_exact,1,metadata,,,,,,,MDP,8,9,9,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,storm_exact,1,structure,,,,,,,MDP,7,8,8,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,storm_exact,1,restore,,,,,,,DTMC,7,7,7,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,prepared_specialized,1,initial,10,4,10,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,prepared_specialized,1,repeat,10,4,10,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,prepared_specialized,1,counts,10,4,10,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,prepared_specialized,1,masks,10,4,10,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,prepared_specialized,1,metadata,10,4,10,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,prepared_specialized,1,structure,3,4,6,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,prepared_specialized,1,restore,10,4,10,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,cudd_controls_first,1,initial,,,,,,,,,,,11,1022,16814536.0,3,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,cudd_controls_first,1,repeat,,,,,,,,,,,11,1022,16814536.0,3,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,cudd_controls_first,1,counts,,,,,,,,,,,11,1022,16814536.0,3,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,cudd_controls_first,1,masks,,,,,,,,,,,11,1022,16814536.0,3,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,cudd_controls_first,1,metadata,,,,,,,,,,,11,1022,16814536.0,3,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,cudd_controls_first,1,structure,,,,,,,,,,,7,1022,16814536.0,3,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,cudd_controls_first,1,restore,,,,,,,,,,,11,1022,16814536.0,3,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,cudd_sift_once,1,initial,,,,,,,,,,,11,1022,16814536.0,3,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,cudd_sift_once,1,repeat,,,,,,,,,,,11,1022,16814536.0,3,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,cudd_sift_once,1,counts,,,,,,,,,,,11,1022,16814536.0,3,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,cudd_sift_once,1,masks,,,,,,,,,,,11,1022,16814536.0,3,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,cudd_sift_once,1,metadata,,,,,,,,,,,11,1022,16814536.0,3,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,cudd_sift_once,1,structure,,,,,,,,,,,7,1022,16814536.0,3,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--list_vets,cudd_sift_once,1,restore,,,,,,,,,,,11,1022,16814536.0,3,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,storm_exact,1,initial,,,,,,,MDP,208,243,229,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,storm_exact,1,repeat,,,,,,,MDP,208,243,229,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,storm_exact,1,counts,,,,,,,MDP,208,243,229,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,storm_exact,1,masks,,,,,,,MDP,208,251,237,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,storm_exact,1,metadata,,,,,,,MDP,208,251,237,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,storm_exact,1,structure,,,,,,,MDP,205,248,234,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,storm_exact,1,restore,,,,,,,MDP,208,243,229,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,prepared_specialized,1,initial,34,64,88,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,prepared_specialized,1,repeat,34,64,88,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,prepared_specialized,1,counts,34,64,88,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,prepared_specialized,1,masks,34,64,88,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,prepared_specialized,1,metadata,34,64,88,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,prepared_specialized,1,structure,16,64,48,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,prepared_specialized,1,restore,34,64,88,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,cudd_controls_first,1,initial,,,,,,,,,,,76,1022,16814536.0,10,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,cudd_controls_first,1,repeat,,,,,,,,,,,76,1022,16814536.0,10,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,cudd_controls_first,1,counts,,,,,,,,,,,76,1022,16814536.0,10,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,cudd_controls_first,1,masks,,,,,,,,,,,76,1022,16814536.0,10,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,cudd_controls_first,1,metadata,,,,,,,,,,,76,1022,16814536.0,10,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,cudd_controls_first,1,structure,,,,,,,,,,,25,1022,16814536.0,10,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,cudd_controls_first,1,restore,,,,,,,,,,,76,1022,16814536.0,10,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,cudd_sift_once,1,initial,,,,,,,,,,,53,1022,16814536.0,10,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,cudd_sift_once,1,repeat,,,,,,,,,,,53,1022,16814536.0,10,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,cudd_sift_once,1,counts,,,,,,,,,,,53,1022,16814536.0,10,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,cudd_sift_once,1,masks,,,,,,,,,,,53,1022,16814536.0,10,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,cudd_sift_once,1,metadata,,,,,,,,,,,53,1022,16814536.0,10,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,cudd_sift_once,1,structure,,,,,,,,,,,20,1022,16814536.0,10,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,cudd_sift_once,1,restore,,,,,,,,,,,53,1022,16814536.0,10,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,agrum_lazy,1,initial,,,,35,55,495,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,agrum_lazy,1,repeat,,,,35,55,495,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,agrum_lazy,1,counts,,,,35,55,495,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,agrum_lazy,1,masks,,,,35,55,495,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,agrum_lazy,1,metadata,,,,35,55,495,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,agrum_lazy,1,structure,,,,17,23,239,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--N--r0--owner_details_with_visits,agrum_lazy,1,restore,,,,35,55,495,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,prepared_specialized,1,initial,30,64,88,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,prepared_specialized,1,repeat,30,64,88,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,prepared_specialized,1,counts,30,64,88,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,prepared_specialized,1,masks,30,64,88,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,prepared_specialized,1,metadata,30,64,88,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,prepared_specialized,1,structure,16,64,48,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,prepared_specialized,1,restore,30,64,88,,,,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,cudd_controls_first,1,initial,,,,,,,,,,,72,1022,16814536.0,8,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,cudd_controls_first,1,repeat,,,,,,,,,,,72,1022,16814536.0,8,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,cudd_controls_first,1,counts,,,,,,,,,,,72,1022,16814536.0,8,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,cudd_controls_first,1,masks,,,,,,,,,,,72,1022,16814536.0,8,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,cudd_controls_first,1,metadata,,,,,,,,,,,72,1022,16814536.0,8,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,cudd_controls_first,1,structure,,,,,,,,,,,23,1022,16814536.0,8,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,cudd_controls_first,1,restore,,,,,,,,,,,72,1022,16814536.0,8,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,cudd_sift_once,1,initial,,,,,,,,,,,49,1022,16814536.0,8,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,cudd_sift_once,1,repeat,,,,,,,,,,,49,1022,16814536.0,8,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,cudd_sift_once,1,counts,,,,,,,,,,,49,1022,16814536.0,8,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,cudd_sift_once,1,masks,,,,,,,,,,,49,1022,16814536.0,8,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,cudd_sift_once,1,metadata,,,,,,,,,,,49,1022,16814536.0,8,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,cudd_sift_once,1,structure,,,,,,,,,,,18,1022,16814536.0,8,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,cudd_sift_once,1,restore,,,,,,,,,,,49,1022,16814536.0,8,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,agrum_lazy,1,initial,,,,31,49,487,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,agrum_lazy,1,repeat,,,,31,49,487,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,agrum_lazy,1,counts,,,,31,49,487,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,agrum_lazy,1,masks,,,,31,49,487,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,agrum_lazy,1,metadata,,,,31,49,487,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,agrum_lazy,1,structure,,,,17,23,283,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,agrum_lazy,1,restore,,,,31,49,487,,,,,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,storm_exact,1,initial,,,,,,,MDP,232,270,252,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,storm_exact,1,repeat,,,,,,,MDP,232,270,252,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,storm_exact,1,counts,,,,,,,MDP,232,270,252,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,storm_exact,1,masks,,,,,,,MDP,232,278,260,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,storm_exact,1,metadata,,,,,,,MDP,232,278,260,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,storm_exact,1,structure,,,,,,,MDP,229,275,257,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--create_visit,storm_exact,1,restore,,,,,,,MDP,232,270,252,,,,,
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--list_owners,cudd_controls_first,1,initial,,,,,,,,,,,13,1022,16814536.0,4,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--list_owners,cudd_controls_first,1,repeat,,,,,,,,,,,13,1022,16814536.0,4,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--list_owners,cudd_controls_first,1,counts,,,,,,,,,,,13,1022,16814536.0,4,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--list_owners,cudd_controls_first,1,masks,,,,,,,,,,,13,1022,16814536.0,4,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--list_owners,cudd_controls_first,1,metadata,,,,,,,,,,,13,1022,16814536.0,4,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--list_owners,cudd_controls_first,1,structure,,,,,,,,,,,8,1022,16814536.0,4,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--list_owners,cudd_controls_first,1,restore,,,,,,,,,,,13,1022,16814536.0,4,0
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--list_owners,cudd_sift_once,1,initial,,,,,,,,,,,13,1022,16814536.0,4,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--list_owners,cudd_sift_once,1,repeat,,,,,,,,,,,13,1022,16814536.0,4,1
spring_petclinic_microservices,spring_petclinic_microservices--colocated--NC--r0--list_owners,cudd_sift_once,1,counts,,,,,,,,,,,13,1022,16814536.0,4,1
